site_code,Taxon,exp_duration,trt,trait,mean_control,mean_trt,sd_control,sd_trt,se_control,se_trt,n_control,n_trt
elliot.us,nassella_pulchra,3,NP,narea,1.945,2.013,1.042,0.482,0.602,0.278,3,3
frue.ch,alopecurus_pratensis,3,N,narea,6.949,5.706,2.904,2.508,1.677,1.448,3,3
frue.ch,alopecurus_pratensis,3,P,narea,6.949,2.026,2.904,1.295,1.677,0.748,3,3
frue.ch,alopecurus_pratensis,3,NP,narea,6.949,2.051,2.904,0.351,1.677,0.203,3,3
frue.ch,dactylis_glomerata,3,N,narea,2.945,5.710,0.332,6.913,0.235,3.991,2,3
frue.ch,dactylis_glomerata,3,P,narea,2.945,1.861,0.332,2.450,0.235,1.414,2,3
frue.ch,dactylis_glomerata,3,NP,narea,2.945,2.706,0.332,1.157,0.235,0.818,2,2
gilb.za,diheteropogon_filifolius,2,N,narea,1.595,2.010,0.189,0.493,0.109,0.284,3,3
gilb.za,diheteropogon_filifolius,2,P,narea,1.595,1.717,0.189,0.055,0.109,0.039,3,2
gilb.za,diheteropogon_filifolius,2,NP,narea,1.595,1.728,0.189,0.730,0.109,0.421,3,3
gilb.za,heteropogon_contortus,2,N,narea,0.969,1.045,0.051,0.108,0.029,0.063,3,3
gilb.za,heteropogon_contortus,2,P,narea,0.969,0.968,0.051,0.131,0.029,0.076,3,3
gilb.za,heteropogon_contortus,2,NP,narea,0.969,1.576,0.051,0.661,0.029,0.382,3,3
kiny.au,avena_barbata,4,N,narea,14.067,15.304,3.914,4.994,2.768,2.883,2,3
kiny.au,avena_barbata,4,P,narea,14.067,32.369,3.914,30.441,2.768,17.575,2,3
kiny.au,avena_barbata,4,NP,narea,14.067,6.165,3.914,3.360,2.768,2.376,2,2
kiny.au,rytidosperma_sp.,4,N,narea,29.535,29.541,9.866,5.255,5.696,3.716,3,2
kiny.au,rytidosperma_sp.,4,P,narea,29.535,43.001,9.866,26.687,5.696,18.871,3,2
kiny.au,rytidosperma_sp.,4,NP,narea,29.535,32.787,9.866,3.614,5.696,2.556,3,2
lancaster.uk,agrostis_capillaris,3,N,narea,1.745,2.236,0.343,0.782,0.198,0.452,3,3
lancaster.uk,agrostis_capillaris,3,P,narea,1.745,2.096,0.343,0.062,0.198,0.036,3,3
lancaster.uk,agrostis_capillaris,3,NP,narea,1.745,2.412,0.343,0.299,0.198,0.173,3,3
lancaster.uk,holcus_lanatus,3,N,narea,1.641,1.733,0.504,0.103,0.291,0.059,3,3
lancaster.uk,holcus_lanatus,3,P,narea,1.641,1.395,0.504,0.103,0.291,0.059,3,3
lancaster.uk,holcus_lanatus,3,NP,narea,1.641,1.645,0.504,0.133,0.291,0.077,3,3
look.us,carex_pensylvanica,4,N,narea,1.617,1.535,0.530,0.127,0.375,0.073,2,3
look.us,carex_pensylvanica,4,P,narea,1.617,2.866,0.530,0.603,0.375,0.426,2,2
look.us,carex_pensylvanica,4,NP,narea,1.617,1.619,0.530,0.062,0.375,0.044,2,2
look.us,erigeron_aliceae,4,N,narea,1.128,1.333,0.133,0.069,0.077,0.040,3,3
look.us,erigeron_aliceae,4,P,narea,1.128,1.696,0.133,0.932,0.077,0.538,3,3
look.us,erigeron_aliceae,4,NP,narea,1.128,1.424,0.133,0.081,0.077,0.057,3,2
mcla.us,bromus_hordeaceus,4,N,narea,2.379,4.160,0.013,1.606,0.009,0.927,2,3
mcla.us,bromus_hordeaceus,4,P,narea,2.379,2.001,0.013,0.091,0.009,0.064,2,2
mcla.us,bromus_hordeaceus,4,NP,narea,2.379,2.723,0.013,0.748,0.009,0.529,2,2
mtca.au,waitzia_acuminata,3,N,narea,5.631,7.971,0.412,4.470,0.238,2.235,3,4
mtca.au,waitzia_acuminata,3,P,narea,5.631,4.151,0.412,2.437,0.238,1.219,3,4
mtca.au,waitzia_acuminata,3,NP,narea,5.631,6.782,0.412,2.040,0.238,1.020,3,4
sgs.us,carex_duriuscula,4,N,narea,2.510,2.902,0.445,0.497,0.257,0.287,3,3
sgs.us,carex_duriuscula,4,P,narea,2.510,2.411,0.445,0.364,0.257,0.210,3,3
sgs.us,carex_duriuscula,4,NP,narea,2.510,2.799,0.445,0.172,0.257,0.099,3,3
sgs.us,chondrosum_gracile,4,N,narea,2.476,3.345,0.131,0.229,0.076,0.132,3,3
sgs.us,chondrosum_gracile,4,P,narea,2.476,2.841,0.131,0.055,0.076,0.039,3,2
sgs.us,chondrosum_gracile,4,NP,narea,2.476,3.234,0.131,0.255,0.076,0.147,3,3
shps.us,artemisia_tripartita,4,N,narea,2.849,2.508,1.507,1.363,1.065,0.963,2,2
shps.us,artemisia_tripartita,4,P,narea,2.849,1.919,1.507,0.251,1.065,0.178,2,2
shps.us,artemisia_tripartita,4,NP,narea,2.849,2.878,1.507,0.614,1.065,0.434,2,2
smith.us,anthoxanthum_odoratum,4,N,narea,0.830,1.282,0.307,0.311,0.177,0.179,3,3
smith.us,anthoxanthum_odoratum,4,P,narea,0.830,0.972,0.307,0.461,0.177,0.266,3,3
smith.us,anthoxanthum_odoratum,4,NP,narea,0.830,1.194,0.307,0.250,0.177,0.177,3,2
smith.us,plantago_lanceolata,4,N,narea,1.343,1.897,0.288,0.255,0.166,0.180,3,2
smith.us,plantago_lanceolata,4,P,narea,1.343,1.011,0.288,0.105,0.166,0.074,3,2
smith.us,plantago_lanceolata,4,NP,narea,1.343,1.891,0.288,0.203,0.166,0.143,3,2
summ.za,themeda_triandra,2,N,narea,8.418,9.322,0.669,0.341,0.386,0.197,3,3
summ.za,themeda_triandra,2,P,narea,8.418,8.613,0.669,0.420,0.386,0.243,3,3
summ.za,themeda_triandra,2,NP,narea,8.418,9.303,0.669,0.846,0.386,0.489,3,3
valm.ch,anthoxanthum_odoratum,3,N,narea,3.143,2.651,1.974,0.310,1.139,0.179,3,3
valm.ch,anthoxanthum_odoratum,3,P,narea,3.143,4.478,1.974,4.230,1.139,2.442,3,3
valm.ch,anthoxanthum_odoratum,3,NP,narea,3.143,2.513,1.974,0.691,1.139,0.399,3,3
valm.ch,festuca_rubra,3,N,narea,2.765,5.126,0.551,2.524,0.318,1.457,3,3
valm.ch,festuca_rubra,3,P,narea,2.765,2.751,0.551,0.454,0.318,0.262,3,3
valm.ch,festuca_rubra,3,NP,narea,2.765,4.120,0.551,0.288,0.318,0.167,3,3
valm.ch,galium_anisophyllon,3,N,narea,1.757,2.802,0.308,0.869,0.178,0.502,3,3
valm.ch,galium_anisophyllon,3,P,narea,1.757,1.459,0.308,0.098,0.178,0.057,3,3
valm.ch,galium_anisophyllon,3,NP,narea,1.757,2.119,0.308,0.440,0.178,0.254,3,3
valm.ch,potentilla_crantzii,3,N,narea,2.955,4.435,0.734,0.356,0.424,0.206,3,3
valm.ch,potentilla_crantzii,3,P,narea,2.955,2.370,0.734,0.297,0.424,0.171,3,3
valm.ch,potentilla_crantzii,3,NP,narea,2.955,3.463,0.734,0.317,0.424,0.183,3,3
valm.ch,thymus_praecox_ssp._polytrichus,3,N,narea,1.606,2.611,0.340,0.724,0.196,0.418,3,3
valm.ch,thymus_praecox_ssp._polytrichus,3,P,narea,1.606,1.773,0.340,0.520,0.196,0.300,3,3
valm.ch,thymus_praecox_ssp._polytrichus,3,NP,narea,1.606,1.972,0.340,0.397,0.196,0.229,3,3
valm.ch,trifolium_pratense,3,N,narea,2.344,3.342,0.696,0.518,0.402,0.299,3,3
valm.ch,trifolium_pratense,3,P,narea,2.344,2.600,0.696,0.791,0.402,0.457,3,3
valm.ch,trifolium_pratense,3,NP,narea,2.344,2.524,0.696,0.934,0.402,0.539,3,3
bogong.au,craspedia_jamesii,2,N,pmass,0.405,0.385,0.121,0.087,0.070,0.062,3,2
bogong.au,craspedia_jamesii,2,P,pmass,0.405,0.477,0.121,0.113,0.070,0.080,3,2
bogong.au,craspedia_jamesii,2,NP,pmass,0.405,0.444,0.121,0.045,0.070,0.026,3,3
bogong.au,poa_hiemata,2,N,pmass,0.227,0.244,0.112,0.050,0.064,0.029,3,3
bogong.au,poa_hiemata,2,P,pmass,0.227,0.357,0.112,0.116,0.064,0.067,3,3
bogong.au,poa_hiemata,2,NP,pmass,0.227,0.427,0.112,0.048,0.064,0.034,3,2
bogong.au,rumex_acetosella,2,N,pmass,0.322,0.222,0.097,0.001,0.056,0.001,3,2
bogong.au,rumex_acetosella,2,P,pmass,0.322,0.437,0.097,0.001,0.056,0.001,3,2
bogong.au,rumex_acetosella,2,NP,pmass,0.322,0.477,0.097,0.163,0.056,0.094,3,3
burrawan.au,epaltes_australis,3,N,pmass,0.288,0.207,0.043,0.074,0.025,0.043,3,3
burrawan.au,epaltes_australis,3,P,pmass,0.288,0.499,0.043,0.231,0.025,0.133,3,3
burrawan.au,epaltes_australis,3,NP,pmass,0.288,0.579,0.043,0.293,0.025,0.169,3,3
burrawan.au,eragrostis_curvula,3,N,pmass,0.090,0.080,0.062,0.013,0.036,0.008,3,3
burrawan.au,eragrostis_curvula,3,P,pmass,0.090,0.235,0.062,0.040,0.036,0.023,3,3
burrawan.au,eragrostis_curvula,3,NP,pmass,0.090,0.280,0.062,0.027,0.036,0.015,3,3
burrawan.au,eragrostis_sororia,3,N,pmass,0.153,0.100,0.063,0.016,0.045,0.009,2,3
burrawan.au,eragrostis_sororia,3,P,pmass,0.153,0.381,0.063,0.132,0.045,0.076,2,3
burrawan.au,eragrostis_sororia,3,NP,pmass,0.153,0.332,0.063,0.208,0.045,0.120,2,3
burrawan.au,fimbristylis_dichotoma,3,N,pmass,0.098,0.090,0.017,0.003,0.010,0.002,3,3
burrawan.au,fimbristylis_dichotoma,3,P,pmass,0.098,0.327,0.017,0.074,0.010,0.043,3,3
burrawan.au,fimbristylis_dichotoma,3,NP,pmass,0.098,0.390,0.017,0.116,0.010,0.067,3,3
cbgb.us,schizachyrium_scoparium,3,N,pmass,0.231,0.252,0.194,0.085,0.112,0.060,3,2
cbgb.us,schizachyrium_scoparium,3,P,pmass,0.231,0.418,0.194,0.435,0.112,0.251,3,3
cbgb.us,schizachyrium_scoparium,3,NP,pmass,0.231,0.205,0.194,0.037,0.112,0.021,3,3
cowi.ca,alopecurus_pratensis,4,N,pmass,0.173,0.206,0.022,0.049,0.013,0.028,3,3
cowi.ca,alopecurus_pratensis,4,P,pmass,0.173,0.226,0.022,0.043,0.013,0.025,3,3
cowi.ca,alopecurus_pratensis,4,NP,pmass,0.173,0.262,0.022,0.118,0.013,0.068,3,3
cowi.ca,vicia_sativa,4,N,pmass,0.292,0.382,0.013,0.076,0.009,0.054,2,2
cowi.ca,vicia_sativa,4,P,pmass,0.292,0.461,0.013,0.018,0.009,0.013,2,2
cowi.ca,vicia_sativa,4,NP,pmass,0.292,0.454,0.013,0.112,0.009,0.065,2,3
elliot.us,erodium_botrys,3,N,pmass,0.246,0.120,0.165,0.019,0.095,0.011,3,3
elliot.us,erodium_botrys,3,P,pmass,0.246,0.230,0.165,0.059,0.095,0.034,3,3
elliot.us,erodium_botrys,3,NP,pmass,0.246,0.199,0.165,0.076,0.095,0.044,3,3
elliot.us,lolium_multiflorum,3,N,pmass,0.270,0.151,0.030,0.041,0.017,0.029,3,2
elliot.us,lolium_multiflorum,3,P,pmass,0.270,0.591,0.030,0.097,0.017,0.068,3,2
elliot.us,lolium_multiflorum,3,NP,pmass,0.270,0.347,0.030,0.208,0.017,0.120,3,3
elliot.us,nassella_pulchra,3,N,pmass,0.153,0.101,0.027,0.024,0.016,0.014,3,3
elliot.us,nassella_pulchra,3,P,pmass,0.153,0.155,0.027,0.000,0.016,0.000,3,2
elliot.us,nassella_pulchra,3,NP,pmass,0.153,0.153,0.027,0.018,0.016,0.010,3,3
frue.ch,alopecurus_pratensis,3,N,pmass,0.173,0.157,0.049,0.027,0.028,0.015,3,3
frue.ch,alopecurus_pratensis,3,P,pmass,0.173,0.162,0.049,0.031,0.028,0.018,3,3
frue.ch,alopecurus_pratensis,3,NP,pmass,0.173,0.253,0.049,0.132,0.028,0.076,3,3
frue.ch,dactylis_glomerata,3,N,pmass,0.348,0.275,0.089,0.063,0.063,0.036,2,3
frue.ch,dactylis_glomerata,3,P,pmass,0.348,0.305,0.089,0.157,0.063,0.091,2,3
frue.ch,dactylis_glomerata,3,NP,pmass,0.348,0.301,0.089,0.085,0.063,0.060,2,2
frue.ch,phleum_pratense,3,N,pmass,0.178,0.210,0.042,0.055,0.024,0.039,3,2
frue.ch,phleum_pratense,3,P,pmass,0.178,0.242,0.042,0.069,0.024,0.049,3,2
frue.ch,phleum_pratense,3,NP,pmass,0.178,0.252,0.042,0.038,0.024,0.027,3,2
gilb.za,diheteropogon_filifolius,2,N,pmass,0.057,0.053,0.002,0.003,0.001,0.002,2,3
gilb.za,diheteropogon_filifolius,2,P,pmass,0.057,0.193,0.002,0.047,0.001,0.033,2,2
gilb.za,diheteropogon_filifolius,2,NP,pmass,0.057,0.183,0.002,0.048,0.001,0.028,2,3
kiny.au,avena_barbata,4,N,pmass,0.183,0.198,0.041,0.140,0.029,0.081,2,3
kiny.au,avena_barbata,4,P,pmass,0.183,0.358,0.041,0.151,0.029,0.087,2,3
kiny.au,avena_barbata,4,NP,pmass,0.183,0.330,0.041,0.093,0.029,0.066,2,2
kiny.au,rytidosperma_sp.,4,N,pmass,0.138,0.229,0.082,0.123,0.047,0.087,3,2
kiny.au,rytidosperma_sp.,4,P,pmass,0.138,0.384,0.082,0.145,0.047,0.103,3,2
kiny.au,rytidosperma_sp.,4,NP,pmass,0.138,0.174,0.082,0.132,0.047,0.093,3,2
lancaster.uk,agrostis_capillaris,3,N,pmass,0.253,0.195,0.032,0.051,0.023,0.036,2,2
lancaster.uk,agrostis_capillaris,3,P,pmass,0.253,0.435,0.032,0.107,0.023,0.062,2,3
lancaster.uk,agrostis_capillaris,3,NP,pmass,0.253,0.408,0.032,0.161,0.023,0.093,2,3
lancaster.uk,holcus_lanatus,3,N,pmass,0.294,0.287,0.101,0.027,0.058,0.019,3,2
lancaster.uk,holcus_lanatus,3,P,pmass,0.294,0.477,0.101,0.029,0.058,0.017,3,3
lancaster.uk,holcus_lanatus,3,NP,pmass,0.294,0.270,0.101,0.060,0.058,0.042,3,2
look.us,carex_pensylvanica,4,N,pmass,0.228,0.211,0.013,0.038,0.009,0.022,2,3
look.us,carex_pensylvanica,4,P,pmass,0.228,0.234,0.013,0.035,0.009,0.025,2,2
look.us,carex_pensylvanica,4,NP,pmass,0.228,0.229,0.013,0.007,0.009,0.005,2,2
look.us,erigeron_aliceae,4,N,pmass,0.681,0.450,0.099,0.155,0.057,0.089,3,3
look.us,erigeron_aliceae,4,P,pmass,0.681,0.488,0.099,0.029,0.057,0.017,3,3
look.us,erigeron_aliceae,4,NP,pmass,0.681,0.487,0.099,0.177,0.057,0.125,3,2
mcla.us,bromus_hordeaceus,4,N,pmass,0.203,0.188,0.040,0.030,0.028,0.021,2,2
mcla.us,bromus_hordeaceus,4,P,pmass,0.203,0.393,0.040,0.165,0.028,0.116,2,2
mcla.us,bromus_hordeaceus,4,NP,pmass,0.203,0.411,0.040,0.385,0.028,0.272,2,2
mtca.au,waitzia_acuminata,3,N,pmass,0.086,0.087,0.017,0.028,0.008,0.016,4,3
mtca.au,waitzia_acuminata,3,P,pmass,0.086,0.544,0.017,0.318,0.008,0.159,4,4
mtca.au,waitzia_acuminata,3,NP,pmass,0.086,0.345,0.017,0.168,0.008,0.084,4,4
smith.us,anthoxanthum_odoratum,4,N,pmass,0.088,0.118,0.032,0.014,0.019,0.008,3,3
smith.us,anthoxanthum_odoratum,4,P,pmass,0.088,0.234,0.032,0.107,0.019,0.062,3,3
smith.us,anthoxanthum_odoratum,4,NP,pmass,0.088,0.195,0.032,0.007,0.019,0.005,3,2
smith.us,plantago_lanceolata,4,N,pmass,0.125,0.091,0.001,0.022,0.001,0.015,3,2
smith.us,plantago_lanceolata,4,P,pmass,0.125,0.136,0.001,0.002,0.001,0.001,3,2
smith.us,plantago_lanceolata,4,NP,pmass,0.125,0.133,0.001,0.013,0.001,0.009,3,2
summ.za,themeda_triandra,2,N,pmass,0.087,0.107,0.022,0.047,0.012,0.027,3,3
summ.za,themeda_triandra,2,P,pmass,0.087,0.161,0.022,0.040,0.012,0.023,3,3
summ.za,themeda_triandra,2,NP,pmass,0.087,0.141,0.022,0.074,0.012,0.043,3,3
valm.ch,anthoxanthum_odoratum,3,N,pmass,0.143,0.153,0.018,0.010,0.010,0.006,3,3
valm.ch,anthoxanthum_odoratum,3,P,pmass,0.143,0.822,0.018,0.236,0.010,0.136,3,3
valm.ch,anthoxanthum_odoratum,3,NP,pmass,0.143,0.717,0.018,0.132,0.010,0.076,3,3
valm.ch,festuca_rubra,3,N,pmass,0.139,0.128,0.038,0.008,0.022,0.004,3,3
valm.ch,festuca_rubra,3,P,pmass,0.139,0.528,0.038,0.148,0.022,0.086,3,3
valm.ch,festuca_rubra,3,NP,pmass,0.139,0.410,0.038,0.029,0.022,0.017,3,3
valm.ch,galium_anisophyllon,3,N,pmass,0.167,0.127,0.007,0.043,0.004,0.025,3,3
valm.ch,galium_anisophyllon,3,P,pmass,0.167,0.732,0.007,0.237,0.004,0.168,3,2
valm.ch,galium_anisophyllon,3,NP,pmass,0.167,0.549,0.007,0.095,0.004,0.067,3,2
valm.ch,potentilla_crantzii,3,N,pmass,0.214,0.185,0.019,0.023,0.011,0.013,3,3
valm.ch,potentilla_crantzii,3,P,pmass,0.214,0.618,0.019,0.394,0.011,0.228,3,3
valm.ch,potentilla_crantzii,3,NP,pmass,0.214,0.812,0.019,0.122,0.011,0.070,3,3
valm.ch,trifolium_pratense,3,N,pmass,0.187,0.176,0.022,0.035,0.013,0.020,3,3
valm.ch,trifolium_pratense,3,P,pmass,0.187,0.473,0.022,0.034,0.013,0.020,3,3
valm.ch,trifolium_pratense,3,NP,pmass,0.187,0.502,0.022,0.134,0.013,0.078,3,3
bogong.au,craspedia_jamesii,2,N,parea,0.498,1.090,0.147,1.014,0.085,0.717,3,2
bogong.au,craspedia_jamesii,2,P,parea,0.498,0.575,0.147,0.180,0.085,0.127,3,2
bogong.au,craspedia_jamesii,2,NP,parea,0.498,0.451,0.147,0.072,0.085,0.042,3,3
bogong.au,poa_hiemata,2,N,parea,0.538,0.467,0.344,0.179,0.198,0.103,3,3
bogong.au,poa_hiemata,2,P,parea,0.538,0.818,0.344,0.257,0.198,0.149,3,3
bogong.au,poa_hiemata,2,NP,parea,0.538,0.944,0.344,0.250,0.198,0.177,3,2
bogong.au,rumex_acetosella,2,N,parea,0.322,0.220,0.114,0.024,0.066,0.017,3,2
bogong.au,rumex_acetosella,2,P,parea,0.322,0.382,0.114,0.203,0.066,0.143,3,2
bogong.au,rumex_acetosella,2,NP,parea,0.322,0.393,0.114,0.124,0.066,0.071,3,3
burrawan.au,epaltes_australis,3,N,parea,0.223,0.170,0.034,0.065,0.020,0.038,3,3
burrawan.au,epaltes_australis,3,P,parea,0.223,0.485,0.034,0.210,0.020,0.121,3,3
burrawan.au,epaltes_australis,3,NP,parea,0.223,0.438,0.034,0.237,0.020,0.137,3,3
burrawan.au,eragrostis_curvula,3,N,parea,0.291,0.296,0.225,0.222,0.130,0.128,3,3
burrawan.au,eragrostis_curvula,3,P,parea,0.291,0.748,0.225,0.091,0.130,0.052,3,3
burrawan.au,eragrostis_curvula,3,NP,parea,0.291,0.764,0.225,0.231,0.130,0.133,3,3
burrawan.au,eragrostis_sororia,3,N,parea,0.240,0.170,0.152,0.043,0.107,0.025,2,3
burrawan.au,eragrostis_sororia,3,P,parea,0.240,0.542,0.152,0.110,0.107,0.063,2,3
burrawan.au,eragrostis_sororia,3,NP,parea,0.240,0.584,0.152,0.347,0.107,0.200,2,3
burrawan.au,fimbristylis_dichotoma,3,N,parea,0.176,0.152,0.026,0.027,0.015,0.016,3,3
burrawan.au,fimbristylis_dichotoma,3,P,parea,0.176,0.498,0.026,0.143,0.015,0.083,3,3
burrawan.au,fimbristylis_dichotoma,3,NP,parea,0.176,0.664,0.026,0.187,0.015,0.108,3,3
cbgb.us,schizachyrium_scoparium,3,N,parea,0.206,0.194,0.189,0.055,0.109,0.039,3,2
cbgb.us,schizachyrium_scoparium,3,P,parea,0.206,0.385,0.189,0.387,0.109,0.223,3,3
cbgb.us,schizachyrium_scoparium,3,NP,parea,0.206,0.186,0.189,0.112,0.109,0.065,3,3
cowi.ca,alopecurus_pratensis,4,N,parea,0.154,0.145,0.045,0.030,0.026,0.017,3,3
cowi.ca,alopecurus_pratensis,4,P,parea,0.154,0.171,0.045,0.031,0.026,0.018,3,3
cowi.ca,alopecurus_pratensis,4,NP,parea,0.154,0.216,0.045,0.069,0.026,0.040,3,3
elliot.us,erodium_botrys,3,N,parea,0.109,0.056,0.077,0.005,0.044,0.003,3,3
elliot.us,erodium_botrys,3,P,parea,0.109,0.118,0.077,0.018,0.044,0.010,3,3
elliot.us,erodium_botrys,3,NP,parea,0.109,0.087,0.077,0.027,0.044,0.016,3,3
elliot.us,lolium_multiflorum,3,N,parea,0.118,0.056,0.019,0.006,0.011,0.005,3,2
elliot.us,lolium_multiflorum,3,P,parea,0.118,0.265,0.019,0.053,0.011,0.037,3,2
elliot.us,lolium_multiflorum,3,NP,parea,0.118,0.168,0.019,0.056,0.011,0.032,3,3
elliot.us,nassella_pulchra,3,N,parea,0.112,0.067,0.046,0.014,0.027,0.008,3,3
elliot.us,nassella_pulchra,3,P,parea,0.112,0.113,0.046,0.012,0.027,0.008,3,2
elliot.us,nassella_pulchra,3,NP,parea,0.112,0.123,0.046,0.023,0.027,0.014,3,3
frue.ch,alopecurus_pratensis,3,N,parea,0.504,0.350,0.255,0.219,0.147,0.126,3,3
frue.ch,alopecurus_pratensis,3,P,parea,0.504,0.166,0.255,0.091,0.147,0.052,3,3
frue.ch,alopecurus_pratensis,3,NP,parea,0.504,0.158,0.255,0.057,0.147,0.033,3,3
frue.ch,dactylis_glomerata,3,N,parea,0.256,0.511,0.049,0.677,0.035,0.391,2,3
frue.ch,dactylis_glomerata,3,P,parea,0.256,0.231,0.049,0.317,0.035,0.183,2,3
frue.ch,dactylis_glomerata,3,NP,parea,0.256,0.215,0.049,0.005,0.035,0.003,2,2
gilb.za,diheteropogon_filifolius,2,N,parea,0.081,0.082,0.004,0.009,0.003,0.005,2,3
gilb.za,diheteropogon_filifolius,2,P,parea,0.081,0.282,0.004,0.075,0.003,0.053,2,2
gilb.za,diheteropogon_filifolius,2,NP,parea,0.081,0.214,0.004,0.039,0.003,0.022,2,3
kiny.au,avena_barbata,4,N,parea,0.744,0.890,0.013,0.726,0.009,0.419,2,3
kiny.au,avena_barbata,4,P,parea,0.744,4.736,0.013,6.353,0.009,3.668,2,3
kiny.au,avena_barbata,4,NP,parea,0.744,0.651,0.013,0.360,0.009,0.255,2,2
kiny.au,rytidosperma_sp.,4,N,parea,1.452,2.284,0.468,2.013,0.270,1.424,3,2
kiny.au,rytidosperma_sp.,4,P,parea,1.452,5.694,0.468,2.034,0.270,1.438,3,2
kiny.au,rytidosperma_sp.,4,NP,parea,1.452,2.135,0.468,1.497,0.270,1.059,3,2
lancaster.uk,agrostis_capillaris,3,N,parea,0.107,0.124,0.022,0.075,0.015,0.053,2,2
lancaster.uk,agrostis_capillaris,3,P,parea,0.107,0.220,0.022,0.029,0.015,0.017,2,3
lancaster.uk,agrostis_capillaris,3,NP,parea,0.107,0.210,0.022,0.089,0.015,0.051,2,3
lancaster.uk,holcus_lanatus,3,N,parea,0.105,0.108,0.050,0.003,0.029,0.002,3,2
lancaster.uk,holcus_lanatus,3,P,parea,0.105,0.163,0.050,0.028,0.029,0.016,3,3
lancaster.uk,holcus_lanatus,3,NP,parea,0.105,0.099,0.050,0.007,0.029,0.005,3,2
look.us,carex_pensylvanica,4,N,parea,0.099,0.072,0.027,0.007,0.019,0.004,2,3
look.us,carex_pensylvanica,4,P,parea,0.099,0.170,0.027,0.054,0.019,0.038,2,2
look.us,carex_pensylvanica,4,NP,parea,0.099,0.080,0.027,0.004,0.019,0.003,2,2
look.us,erigeron_aliceae,4,N,parea,0.158,0.107,0.018,0.034,0.011,0.020,3,3
look.us,erigeron_aliceae,4,P,parea,0.158,0.186,0.018,0.132,0.011,0.076,3,3
look.us,erigeron_aliceae,4,NP,parea,0.158,0.116,0.018,0.035,0.011,0.025,3,2
mcla.us,bromus_hordeaceus,4,N,parea,0.199,0.202,0.022,0.073,0.016,0.052,2,2
mcla.us,bromus_hordeaceus,4,P,parea,0.199,0.299,0.022,0.181,0.016,0.128,2,2
mcla.us,bromus_hordeaceus,4,NP,parea,0.199,0.363,0.022,0.335,0.016,0.237,2,2
mtca.au,waitzia_acuminata,3,N,parea,0.142,0.194,0.022,0.105,0.011,0.061,4,3
mtca.au,waitzia_acuminata,3,P,parea,0.142,0.937,0.022,0.925,0.011,0.462,4,4
mtca.au,waitzia_acuminata,3,NP,parea,0.142,0.918,0.022,0.445,0.011,0.222,4,4
smith.us,anthoxanthum_odoratum,4,N,parea,0.050,0.062,0.017,0.014,0.010,0.008,3,3
smith.us,anthoxanthum_odoratum,4,P,parea,0.050,0.140,0.017,0.080,0.010,0.046,3,3
smith.us,anthoxanthum_odoratum,4,NP,parea,0.050,0.103,0.017,0.001,0.010,0.001,3,2
smith.us,plantago_lanceolata,4,N,parea,0.136,0.093,0.003,0.029,0.002,0.020,3,2
smith.us,plantago_lanceolata,4,P,parea,0.136,0.135,0.003,0.006,0.002,0.004,3,2
smith.us,plantago_lanceolata,4,NP,parea,0.136,0.123,0.003,0.002,0.002,0.002,3,2
summ.za,themeda_triandra,2,N,parea,0.491,0.553,0.147,0.276,0.085,0.159,3,3
summ.za,themeda_triandra,2,P,parea,0.491,0.833,0.147,0.140,0.085,0.081,3,3
summ.za,themeda_triandra,2,NP,parea,0.491,0.762,0.147,0.351,0.085,0.203,3,3
valm.ch,anthoxanthum_odoratum,3,N,parea,0.160,0.084,0.134,0.007,0.078,0.004,3,3
valm.ch,anthoxanthum_odoratum,3,P,parea,0.160,0.851,0.134,0.360,0.078,0.208,3,3
valm.ch,anthoxanthum_odoratum,3,NP,parea,0.160,0.430,0.134,0.083,0.078,0.048,3,3
valm.ch,festuca_rubra,3,N,parea,0.173,0.197,0.002,0.121,0.001,0.070,3,3
valm.ch,festuca_rubra,3,P,parea,0.173,0.670,0.002,0.233,0.001,0.135,3,3
valm.ch,festuca_rubra,3,NP,parea,0.173,0.479,0.002,0.030,0.001,0.018,3,3
valm.ch,galium_anisophyllon,3,N,parea,0.122,0.093,0.017,0.031,0.010,0.018,3,3
valm.ch,galium_anisophyllon,3,P,parea,0.122,0.455,0.017,0.080,0.010,0.056,3,2
valm.ch,galium_anisophyllon,3,NP,parea,0.122,0.366,0.017,0.024,0.010,0.017,3,2
valm.ch,potentilla_crantzii,3,N,parea,0.216,0.177,0.047,0.032,0.027,0.019,3,3
valm.ch,potentilla_crantzii,3,P,parea,0.216,0.556,0.047,0.405,0.027,0.234,3,3
valm.ch,potentilla_crantzii,3,NP,parea,0.216,0.747,0.047,0.088,0.027,0.051,3,3
valm.ch,trifolium_pratense,3,N,parea,0.124,0.121,0.023,0.028,0.013,0.016,3,3
valm.ch,trifolium_pratense,3,P,parea,0.124,0.336,0.023,0.068,0.013,0.039,3,3
valm.ch,trifolium_pratense,3,NP,parea,0.124,0.311,0.023,0.036,0.013,0.021,3,3
bogong.au,craspedia_jamesii,2,N,leafnp,6.065,6.906,1.013,0.198,0.585,0.140,3,2
bogong.au,craspedia_jamesii,2,P,leafnp,6.065,5.713,1.013,1.782,0.585,1.260,3,2
bogong.au,craspedia_jamesii,2,NP,leafnp,6.065,6.605,1.013,0.692,0.585,0.400,3,3
bogong.au,poa_hiemata,2,N,leafnp,5.082,6.105,1.081,0.986,0.624,0.569,3,3
